Municipality,Year,Indicator 1,Indicator 2,Indicator 3,Indicator 4,Indicator 5,Indicator 6,Indicator 7,Indicator 8,Indicator 9,Indicator 10
Oni,2010,95.24775205,3.220476385,79.01002561,95.76498905,25.8537068,92.21832394,76.73847892,32.43974597,2.282407578,49.00282848
Tsageri,2010,98.51308013,80.9541083,29.53404286,4.395995452,41.92793576,61.73065791,74.83786138,3.025575485,50.90516933,19.91743057
Abasha,2010,62.72267458,21.77468387,76.25979927,57.22939596,31.3238112,5.074889756,30.49773873,3.129718641,69.60433847,68.10027076
Chkhorotsku,2010,69.70135704,96.08407762,69.67125557,26.16983944,36.84776495,86.9382178,56.3998148,92.768243,15.58153909,35.15537893
Khobi,2010,26.37370086,45.72670383,57.34106645,22.66534041,27.17981141,5.04746006,96.44212555,9.06365584,90.91628235,72.92794128
Martvili,2010,24.40500148,31.18340944,91.2056327,41.61074487,9.280818931,54.13333749,71.10067783,34.30729249,52.06102696,87.01667918
Mestia,2010,82.11072603,44.63916128,51.12181102,31.89310121,70.74740235,80.22112774,93.71294057,78.48299947,55.31337558,60.53658475
Senaki,2010,26.27541719,21.47975125,32.47085379,46.35915187,40.17339904,87.79318096,86.56525287,53.23573352,88.44233421,74.18937016
Tsalenjikha,2010,49.78811438,92.85428807,38.9482165,10.46007742,65.74331748,79.54767813,85.35778612,49.97036343,34.26724376,7.469385159
Zugdidi,2010,18.4562862,77.01273059,65.02003317,39.21955731,24.06588301,26.46386329,92.76591333,27.8890841,55.66529552,27.45941116
Adigeni,2010,64.32351621,91.06625648,2.373893118,94.33864359,25.48356875,1.053834725,65.85109684,67.51242496,23.01243062,93.80761828
Akhalkalaki,2010,15.14275858,88.77687689,47.52943756,38.71983328,19.41188926,45.34733521,40.13203907,36.13974524,75.84374282,99.93620869
Akhaltsikhe,2010,82.02764174,39.67060041,28.52242793,35.19970599,52.15374502,5.715247946,59.62606092,77.07553792,12.38763969,9.135493018
Aspindza,2010,40.36289703,60.72965174,99.83575642,6.207031552,8.928370556,84.98351572,42.79477361,11.25269094,85.28083486,91.53559955
Borjomi,2010,32.5027437,7.424197588,90.26240577,90.18353764,46.16327146,72.69395027,80.62650391,30.75858169,17.15967488,2.482052901
Ninotsminda,2010,95.78932146,30.24645427,50.86683667,44.27134626,60.63522392,34.74276064,2.969495406,28.85627326,94.69607336,99.99314956
Gori,2010,26.47398369,18.12132726,96.17368953,66.16796951,86.70617364,52.03008026,88.47007368,57.39525512,9.360517547,78.90389081
Java,2010,74.97558935,71.96175962,76.58599695,91.49813016,95.88795511,23.83483776,45.02807766,37.05386164,13.55790023,1.226584647
Kareli,2010,70.00234026,45.42068327,48.25782424,58.5254585,66.01886412,61.54264883,5.671351083,6.990087638,81.0977546,77.32818237
Kaspi,2010,3.201225203,28.93191381,14.493812,91.24652308,16.83110904,52.72240614,15.5498124,9.582927416,3.643447666,38.40492795
Khashuri,2010,42.03255785,75.63945403,10.05544346,58.84566565,4.420452845,54.75437552,65.62519379,43.32924178,88.31215206,65.65380489
Tbilisi,2010,36.31372597,47.03825323,16.25655967,66.6653896,47.91798457,24.25662431,12.2655804,73.57428962,30.74400583,35.98701843
Gagra,2009,40.91676469,19.52291814,47.99773375,97.60157332,67.85817449,83.08812489,76.26176966,28.81593027,55.9815304,60.28297216
Gali,2009,96.81684032,46.74802013,45.6707853,37.02517863,42.48344424,29.87678215,31.5713946,41.67855564,56.0033888,45.92193825
Gudauta,2009,75.39369052,56.80376113,33.20092428,30.89148876,62.08620669,32.81026348,8.010657321,88.62168058,32.9034582,49.45698925
Gulripshi,2009,99.25902719,2.735340877,27.03871268,62.54028595,87.07494333,66.16390166,94.64965646,70.88322893,35.30900916,92.86902649
Ochamchire,2009,96.67395296,31.90687984,29.35281771,0.693400957,30.55518237,74.79131278,34.24124543,46.17974251,60.83846881,62.05742718
Sokhumi,2009,60.90258623,26.9018622,48.57987346,21.91496498,87.9890988,30.39254407,40.01131151,25.92297453,67.86955086,75.50696801
Batumi,2009,1.818365648,33.28249643,14.87914332,83.29033725,84.4630812,27.32581337,68.29382417,38.80645107,7.93739918,20.14639199
Keda,2009,40.00089889,98.89267462,19.144145,94.6223923,75.64692476,49.29552665,29.94568432,18.27971957,3.328798866,28.54864311
Khulo,2009,83.78298315,81.59798851,29.29369553,97.88787694,33.75839912,82.0880871,67.54245821,12.52788258,51.51665292,55.69085324
Kobuleti,2009,6.443297082,71.95489123,49.82134243,49.3610693,42.72582877,99.09072142,77.15825404,1.339369818,10.52930543,45.90842906
Shuakhevi,2009,83.4323769,96.23561898,57.71447142,78.97805539,22.67458321,78.00897549,78.39016513,47.23615174,95.26305666,36.79711824
Chokhatauri,2009,1.04492121,43.44870362,83.79173905,54.97041456,48.83932751,49.12067928,67.77306492,50.24166953,92.73311593,49.18845679
Lanchkhuti,2009,61.44670897,45.89650123,36.63334043,38.38292039,97.92526699,6.012097177,71.53238828,17.99456248,41.93954776,96.54343576
Ozurgeti,2009,97.56050688,58.56524473,67.47217241,68.24403948,88.06757844,86.62013049,80.89716218,24.60220078,7.041190718,96.8923454
Bagdati,2009,65.65241133,5.690862804,23.99954916,66.68489506,51.73651106,76.00008595,96.66739639,97.31860188,16.74539257,17.54819595
Chiatura,2009,92.78441268,58.50649623,26.15021764,41.92837198,4.317111975,98.91805004,48.99349599,6.738741929,55.08783393,95.93599351
Kharagauli,2009,19.11386609,57.75039642,11.52152621,39.52242052,46.22663469,78.17738952,41.15354442,81.84130835,52.89863567,79.42987716
Khoni,2009,97.25043574,22.37166817,27.7329674,36.50298272,98.39722131,60.02873429,13.23919294,67.66359609,32.74722867,85.79248893
Kutaisi,2009,64.15956169,13.74558654,43.6205916,86.30635386,79.52144293,4.319972212,45.79730935,42.0822397,58.28336357,13.0824643
Sachkhere,2009,68.67562356,31.4278908,45.48491253,54.062922,23.96754616,67.00062326,3.531354674,46.22709983,0.609590465,20.31174647
Samtredia,2009,8.313433525,23.65527147,56.42418928,98.40460084,32.19043991,37.22412694,48.88404407,77.2432071,66.59680936,52.64546914
Terjola,2009,60.68889606,98.3033302,12.36525986,42.12093706,44.73792842,2.613594137,3.17253033,48.53372478,21.35533883,76.63451624
Tkibuli,2009,38.11878768,50.85835293,58.12225839,4.261797754,74.63406946,81.04658051,13.47399479,68.35171034,4.49599948,49.11104124
Tskaltubo,2009,85.42091853,26.08953442,33.11138759,30.70946825,69.70221429,62.95478343,38.36784374,51.49312055,39.94176646,88.15196655
Vani,2009,55.29890594,24.07580204,18.58932023,86.96656526,10.2451689,66.51889639,45.59246777,1.106336587,59.59049276,71.48741394
Zestaponi,2009,20.82684147,70.89976504,60.83040275,65.98795606,16.38579739,84.44323493,49.69281979,96.65997474,22.17285501,97.61528545
Akhmeta,2009,29.29035636,92.33393076,10.46012878,61.60311197,41.50026535,35.64985705,18.87514155,62.3350842,22.90222505,84.53397918
Dedoplis Tskaro,2009,36.26314795,37.21206508,75.35334467,86.76027842,2.390772331,48.67327327,5.872352228,16.1798474,27.25452305,97.62352307
Gurjaani,2009,52.41445062,54.88604658,50.46021243,29.59043251,88.36581911,55.69992996,58.47630498,50.84101848,92.62695274,10.21534059
Kvareli,2009,23.69873258,73.31443347,64.51944427,0.666812081,22.15529313,42.47143057,35.5400149,80.65226896,92.78763001,11.36926853
Lagodekhi,2009,92.31460893,5.997081572,67.04667414,86.48332007,95.03749927,22.38575191,49.1813728,28.59940874,89.40517972,57.73248056
Sagarejo,2009,89.90762294,9.784482442,29.33750413,95.7227053,1.825816491,26.13454455,63.13878486,81.93190919,35.02543678,83.77808351
Signagi,2009,16.60802945,69.28853705,22.42037386,62.44990454,66.10416254,69.48672731,14.00900009,59.38959122,77.66340246,82.95655534
Telavi,2009,92.98618319,78.2117463,90.38133916,94.26106447,18.64310294,21.99420635,25.68523341,8.876372571,49.19326262,57.50930546
Bolnisi,2009,32.81746752,39.34866442,94.65253474,95.17767808,31.9951632,22.49403305,5.73369462,9.630612161,87.64727939,93.30215066
Dmanisi,2009,47.9369067,84.20201684,98.45412413,38.49476857,51.02955076,43.59876819,53.16128195,20.95223692,63.20824624,43.82325532
Gardabani,2009,88.1658029,44.75089402,52.29455421,79.18144568,78.97621076,81.74044063,1.415902043,46.28537788,62.39660794,94.61715823
Marneuli,2009,11.72557868,65.98520333,43.40386857,29.40165005,51.21006132,67.1639067,65.97956535,39.3716026,78.25897409,80.28852179
Tetri Tskaro,2009,64.21048973,56.45655504,88.16754738,7.209598435,16.01638514,36.16415047,96.64092308,38.90560891,63.71388988,24.46864262
Tsalka,2009,18.79853566,45.05754055,53.74084231,63.90579158,33.23940977,65.08796058,60.36042445,78.96196376,86.34192991,75.64107764
Akhalgori,2009,82.17455683,36.26696416,25.54286246,67.23608654,86.3230339,79.66574311,40.90070593,65.87437414,12.21950383,0.586727711
Dusheti,2009,28.27502854,88.57718268,1.517428166,36.82166871,36.32641358,62.66208589,18.14123079,75.40918222,51.63477772,42.86945961
Kazbegi,2009,33.24934466,0.661643919,99.78537631,8.035719962,84.85365911,31.10171581,22.45993937,53.66405923,14.68729737,63.74450311
Mtskheta,2009,61.3570678,91.12666936,30.92712516,34.73726184,43.42237828,65.46780581,51.09544095,59.85109848,7.2882383,94.45630088
Tianeti,2009,86.11958003,12.92606472,76.35019523,91.78361642,95.52189751,33.13860712,40.19694861,60.51410537,74.75419485,41.76482409
Ambrolauri,2009,78.601539,3.695310817,89.95336112,15.33799577,24.39421194,71.95986979,97.40544417,57.1793494,10.25933627,41.77267555
Lentekhi,2009,91.30937155,6.48716985,17.70684862,3.271005851,44.06694446,72.10747165,80.76148136,45.01919022,49.45025857,60.26812824
Oni,2009,53.42162824,85.50573508,75.53844438,99.57025937,4.855843842,76.46005305,54.47691432,75.97373156,51.1899842,83.16202255
Tsageri,2009,97.72433981,89.84015537,17.98145449,50.61324903,42.20675742,16.88931094,84.04011923,3.705997538,86.87215112,65.84409894
Abasha,2009,86.32540829,53.09958937,63.4467154,7.965075546,35.82297922,17.09758426,84.61430551,48.5391153,34.37070599,90.22570159
Chkhorotsku,2009,93.96827813,5.248465932,51.41874532,87.86860759,21.18730729,2.138787666,67.18644103,50.13907616,59.55169195,81.59436353
Khobi,2009,56.50391075,68.15491369,20.12204712,75.89504688,79.49643495,84.81618356,98.27464334,32.36020436,36.94127077,88.60546925
Martvili,2009,95.96163156,73.50735797,38.65856168,17.54221536,47.2003732,88.15516812,91.29300398,67.96800288,58.65570567,46.50253545
Mestia,2009,93.45961946,3.508822804,15.95439823,64.81657207,46.30839242,55.54081944,2.505077238,2.691947548,7.524063398,61.12714667
Senaki,2009,44.12104467,86.37397368,94.42859562,18.33638864,13.72252678,40.34186819,2.496851402,63.77397286,36.66706994,59.24208257
Tsalenjikha,2009,12.23043477,13.94435087,63.42307092,38.25130743,38.3050981,34.40227348,19.29387302,3.961554827,80.96420234,19.25197932
Zugdidi,2009,71.26157726,27.52258135,15.24054763,12.96531419,19.192307,76.53880834,25.97077517,71.32100583,91.83512422,61.30006747
Adigeni,2009,4.364369834,44.28561167,96.03869858,80.47517962,45.8660836,51.78412458,48.50744641,54.00921319,83.07023966,50.0960623
Akhalkalaki,2009,21.96838871,38.75290685,65.21064682,14.75969447,39.21214368,2.720067332,2.719719922,51.38168578,8.084555585,14.75277903
Akhaltsikhe,2009,81.49001949,21.57147007,97.51783536,32.50111378,79.72113912,29.61460008,41.04740464,1.929411875,95.77459023,90.08768229
Aspindza,2009,55.65046445,3.155848919,52.31010798,1.795947874,57.2584846,79.1801548,55.6276239,30.71034513,83.57392327,77.92510283
Borjomi,2009,91.8840069,14.38768611,6.968533072,18.1392249,65.85801876,35.00809705,80.96015497,80.91299255,65.54703802,39.05985291
Ninotsminda,2009,18.2826392,72.70043519,17.31319671,25.65132091,30.57876219,65.19971795,41.5251829,88.93557707,17.13471029,50.54607702
Gori,2009,93.34821455,61.04789887,28.64197881,4.886263334,4.55295875,43.31677888,29.84566461,37.47454688,27.49526653,97.06051134
Java,2009,30.37483835,57.25885208,17.69168717,58.7083724,79.27318788,51.57760901,85.84370545,6.402139828,80.35576141,34.87047256
Kareli,2009,29.55167405,59.57083573,10.43710254,38.40887219,7.466139096,44.41359163,16.41088693,62.94709678,32.99372166,65.33475406
Kaspi,2009,40.67530802,4.657672016,86.65779721,21.65611532,44.44886058,94.79660286,16.9468803,1.264312436,61.43135831,13.79488101
Khashuri,2009,64.36260208,93.67604001,57.59141144,57.88538064,14.3413414,29.76165331,12.77579765,0.67323619,30.26427726,59.0691262
Tbilisi,2009,71.87974049,39.07956895,46.80752557,80.35608604,7.78993548,33.42575556,39.34500114,22.59810277,62.20138252,61.93704801
Gagra,2008,15.01877188,64.08327129,20.89520761,83.25899967,25.29816894,57.52692677,69.9737962,2.178618042,48.67477306,81.87623143
Gali,2008,13.23180832,91.27345854,46.29230377,59.4893595,88.47978285,49.29172315,67.18401605,20.78522294,59.55079676,82.66504346
Gudauta,2008,13.26732083,83.94952028,49.00980979,23.31345626,88.48142549,0.79156775,4.696009268,43.70257334,55.81237209,86.4032889
Gulripshi,2008,71.23260735,95.77461342,29.23875353,91.78194821,13.0192261,74.25680704,72.93228261,14.48171453,86.38855846,98.86487796
Ochamchire,2008,74.66074373,31.51079103,13.67858946,83.50843221,82.95293796,6.532886613,93.59283429,46.00758877,52.8104132,35.68231802
Sokhumi,2008,78.98897462,51.7926511,98.38789646,47.91059446,19.79684102,99.37453791,44.05061428,10.82437134,21.85730817,80.2391012
Batumi,2008,53.27463093,19.9558145,4.538381424,17.59296395,26.32971774,67.52611117,53.7041295,8.12141827,47.92467901,57.58657549
Keda,2008,53.25156077,26.67247074,53.23547403,80.04626875,29.95145006,7.393216474,14.47971847,33.40874642,10.16832993,77.08204926
Khulo,2008,47.84700791,44.28017334,22.612983,8.198794417,30.05722386,36.13137536,53.09981212,56.5134568,6.254366035,66.11978454
Kobuleti,2008,54.08047593,11.7429165,15.94431812,46.81578681,75.39952093,37.16306483,60.07864741,90.91815196,79.41602774,36.09687524
Shuakhevi,2008,93.67448728,96.39857533,43.76923596,36.79945224,35.2274156,92.8933688,76.346281,24.84621328,17.12094718,38.09694304
Chokhatauri,2008,53.67471825,29.26047767,27.07745584,76.23259124,63.84681284,21.35546537,29.78995346,95.16950677,95.5431214,66.91312321
Lanchkhuti,2008,93.29609166,24.27049709,59.04895799,40.66564241,12.51358291,93.7277021,39.58909622,46.32783694,51.71481648,67.60371409
Ozurgeti,2008,86.04580989,12.87384726,97.97337134,9.257612809,33.89075159,10.54022631,76.97400927,29.7407219,24.89612582,21.85238175
Bagdati,2008,7.550319505,15.87444756,46.19691399,24.38096572,88.99212679,36.27277285,19.41820981,54.74771126,48.11501855,51.66145366
Chiatura,2008,6.02292917,68.75968376,10.68032334,54.56342404,58.11292656,91.74125433,19.97420607,46.19125569,67.76227176,69.84401272
Kharagauli,2008,99.99241,22.69579027,78.90778692,96.16734228,27.92714393,37.13017844,54.37389927,5.94172066,60.83347952,83.14844588
Khoni,2008,76.30328532,52.55911576,2.387928782,30.6135131,98.67533394,59.07214086,21.34916215,93.71059196,26.05258726,5.846168296
Kutaisi,2008,67.15989212,62.88075154,30.67699222,50.29032517,60.3302551,42.05400543,24.22915234,79.36626059,81.3717623,85.93427788
Sachkhere,2008,8.724927436,58.07870768,50.60294715,36.96231617,29.77766932,98.00968863,14.41745749,47.93294623,19.53643278,5.051445437
Samtredia,2008,27.83512781,9.125852416,91.12489288,34.81227199,48.46227763,25.13428848,68.92149522,6.244273507,22.88777117,15.95347376
Terjola,2008,28.01195937,71.90231436,35.91796685,91.21761186,71.7058175,82.88480761,40.43965472,52.97827949,3.281472273,56.56147061
Tkibuli,2008,35.82760094,84.39603559,7.814396339,23.91647169,51.12990076,38.23981482,2.092565391,14.55723735,98.40977849,97.27425496
Tskaltubo,2008,26.56236922,21.01172624,40.38188858,60.72211088,36.03562593,93.02145859,16.72143111,2.640031113,17.40122524,80.91360515
Vani,2008,37.47959984,10.17135168,92.13850075,48.94716001,96.8800973,23.43478616,40.50732146,62.00717064,44.71378774,40.81120559
Zestaponi,2008,4.395453631,23.66425898,56.4899514,35.34439876,88.36270292,12.008169,45.48600955,36.19605422,19.58248957,89.85786052
Akhmeta,2008,86.23538792,37.93875272,21.74080791,58.62389074,0.444240065,88.69994124,98.91761644,83.0737788,44.12611087,46.20811343
Dedoplis Tskaro,2008,86.55031227,36.75649223,35.35228933,68.00191503,23.9219389,55.12302778,61.22493113,5.165327723,66.41253557,67.26977612
Gurjaani,2008,70.69284165,98.72230422,51.9685588,27.95921218,30.49682246,36.10484202,52.74436281,23.53328151,63.86447534,5.998181675
Kvareli,2008,22.38201608,24.69127864,57.85979946,58.09418033,26.78752253,88.51598509,12.03544227,43.75404509,90.73187951,68.97550921
Lagodekhi,2008,25.32097582,12.41728658,57.15213021,65.53086645,18.61139451,91.26584964,80.74154808,65.01120336,57.82318146,72.4330161
Sagarejo,2008,51.51598434,71.12185461,64.51863374,29.72906931,24.0985017,19.15584635,18.63012985,34.9576803,96.4485678,22.81163915
Signagi,2008,18.68742316,80.75007314,35.00185067,43.30809623,7.20847182,75.35770423,8.077538997,82.00599193,83.25250018,54.76879945
Telavi,2008,43.90323937,98.26587267,85.56554864,90.33662694,24.54502149,67.30334376,26.21465745,68.26659492,18.10073144,22.65738756
Bolnisi,2008,57.49789147,77.79981828,61.36852274,3.431915617,3.927688786,80.30592118,53.18588234,48.40936146,12.00392287,77.10600658
Dmanisi,2008,1.094822369,60.57208616,21.5641122,81.28121151,61.7892924,53.84225107,37.01058669,30.36554253,48.75156825,40.54177344
Gardabani,2008,46.74605091,68.83250536,45.60438783,92.17200995,99.11348492,5.88990073,16.7067911,11.38914936,41.21298887,85.97174409
Marneuli,2008,32.99149562,39.94097165,22.25276622,46.02051037,48.46937167,13.94727839,99.46748124,55.74496201,69.40170222,85.26128109
Tetri Tskaro,2008,4.583607288,64.53759454,6.725028042,91.86251145,32.76175073,52.26689445,2.57661348,90.39128365,2.364459597,45.60872813
Tsalka,2008,2.904674523,99.27094928,34.0655657,75.95575211,8.769622775,81.36546435,89.73075721,61.6418182,29.02027458,34.96861831
Akhalgori,2008,27.78955837,38.95110978,50.46221262,5.859358749,72.28271591,39.36527229,50.14034693,20.38473102,29.7697159,37.42410778
Dusheti,2008,95.21634435,15.22699573,81.42482919,84.9290678,28.16232436,80.7649752,41.48325725,18.49759485,56.30792036,94.40716191
Kazbegi,2008,13.0032628,63.70412504,30.0641079,76.52988547,10.91071694,24.10619607,25.54369955,28.32406043,14.47936069,96.30041431
Mtskheta,2008,99.36553173,66.28526772,88.07193942,12.93080833,23.17804361,15.74955947,91.00358804,78.38818752,93.53609255,81.61550988
Tianeti,2008,15.12958948,53.05625458,70.01640476,79.62529686,4.207664555,40.81057108,15.55902345,29.83319914,98.49303043,97.85621399
Ambrolauri,2008,96.2209781,19.16404268,95.01626276,27.388373,21.52923386,71.88125162,8.361211586,54.21882069,64.95628357,72.71133131
Lentekhi,2008,10.15307391,99.44427712,75.12936919,82.17076966,13.93909848,62.48946194,44.35483265,99.96380562,24.00583892,30.31179784
Oni,2008,68.12392347,93.92395421,64.69408102,50.70977787,72.72753391,25.78256588,36.32839409,63.75141776,29.77893151,25.09984193
Tsageri,2008,64.7351439,36.48821453,32.30497441,68.29636738,95.43257862,49.42569385,40.63516633,86.70652065,7.733527814,48.87584078
Abasha,2008,3.617905925,7.928204923,62.83116998,53.47141752,49.68285932,1.692846751,47.77270522,5.342182017,92.81987843,73.85001545
Chkhorotsku,2008,78.52558192,20.43378953,83.0272265,0.116917313,12.16349778,92.99418442,66.09123109,2.779632307,96.46847489,50.97465997
Khobi,2008,62.14932157,30.62372341,88.4182657,59.30598782,91.32846612,47.56336056,86.64762328,74.11874678,27.50045205,9.29348787
Martvili,2008,93.23358658,24.15513623,54.76531176,45.69972884,10.48485401,32.19389208,67.48522512,85.08636285,45.97153375,19.24210762
Mestia,2008,65.00064156,4.051802877,90.96822573,22.40449393,97.87977885,75.35395398,63.08435804,63.2402771,43.41111829,32.18203973
Senaki,2008,49.37294227,55.37385895,46.26247433,21.37105323,7.491635044,19.67921517,62.75032002,89.40782467,19.64998749,70.16822136
Tsalenjikha,2008,50.44213243,83.15824937,31.55325148,63.37875915,93.9307822,62.66483533,75.97347709,21.11383864,12.68433749,62.83890534
Zugdidi,2008,40.80938592,94.97065446,61.82368611,4.602157909,21.80610017,67.88940133,9.340057349,49.18864894,3.460891612,68.83786609
Adigeni,2008,65.63049611,14.05241512,9.825134629,21.73516865,22.86789792,55.59052386,0.977415205,77.50978261,83.29106583,93.97645454
Akhalkalaki,2008,57.81129866,10.92438808,60.90360197,11.74083235,60.06886547,58.1421032,70.91289836,57.83419401,38.7754514,85.35607436
Akhaltsikhe,2008,26.34015148,54.51331455,2.255492324,96.69249157,56.79269267,43.4075661,97.40511739,40.4117505,22.67306778,64.58914945
Aspindza,2008,9.930914264,19.41785434,57.02740646,70.90294086,50.06303824,32.55701396,52.53867383,75.58484963,74.36224894,83.41402354
Borjomi,2008,80.94244652,82.27186432,80.20464088,2.004671938,52.51480065,37.9527488,66.58228145,33.26826262,8.551239322,92.33841742
Ninotsminda,2008,48.77827524,67.7543984,59.11407837,15.71224611,43.11533758,54.38587968,11.93131261,99.61407656,47.60948891,53.53037542
Gori,2008,70.25138442,10.49836304,32.10657468,29.98772324,5.986737146,39.44673418,85.0067661,25.72144092,58.09280985,64.05517307
Java,2008,86.60983963,50.44884027,34.7764804,31.70363779,11.98378733,39.74257448,94.91927841,1.647119496,19.79841241,92.42210986
Kareli,2008,74.18927033,40.14841232,21.24668566,56.51197678,59.24802011,56.47335267,87.32657242,21.38084093,65.99373999,52.9173007
Kaspi,2008,67.46320413,99.85227429,58.65181036,48.79297872,85.69773883,91.22276528,52.64271538,51.26578761,43.54817377,41.42496811
Khashuri,2008,90.79555255,82.61146866,63.21196759,89.60702081,71.02239969,16.91599764,77.74012837,72.94116864,74.73114932,25.60934581
Tbilisi,2008,52.76113796,92.5714853,41.14952198,86.69044939,54.13395872,74.40727962,63.85432784,56.63190303,6.917938484,15.57677428
